UserID,Age,F,M
U00003813,27,0,1
U00003814,25,0,1
U00003815,25,0,1
U00003816,25,1,0
U00003817,27,0,1
U00003818,29,0,1
U00003819,25,0,1
U00003820,25,0,1
U00003821,25,0,1
U00003822,29,0,1
U00003823,35,0,1
U00003824,25,0,1
U00003825,18,0,1
U00003826,25,0,1
U00003827,32,0,1
U00003828,25,0,1
U00003829,25,1,0
U00003830,18,0,1
U00003831,18,1,0
U00003832,25,1,0
U00003833,25,0,1
U00003834,18,0,1
U00003835,25,0,1
U00003836,32,1,0
U00003837,25,0,1
U00003838,25,1,0
U00003839,32,0,1
U00003840,25,1,0
U00003841,29,0,1
U00003842,27,1,0
U00003843,16,1,0
U00003844,18,0,1
U00003845,25,0,1
U00003846,27,0,1
U00003847,25,0,1
U00003848,25,0,1
U00003849,27,0,1
U00003850,18,0,1
U00003851,25,0,1
U00003852,32,0,1
U00003853,25,0,1
U00003854,25,0,1
U00003855,25,0,1
U00003856,27,1,0
U00003857,18,0,1
U00003858,29,1,0
U00003859,25,0,1
U00003860,29,0,1
U00003861,18,0,1
U00003862,25,0,1
U00003863,25,0,1
U00003864,32,0,1
U00003865,16,1,0
U00003866,29,0,1
U00003867,27,0,1
U00003868,18,0,1
U00003869,18,0,1
U00003870,25,0,1
U00003871,18,0,1
U00003872,25,0,1
U00003873,29,1,0
U00003874,25,0,1
U00003875,25,0,1
U00003876,25,0,1
U00003877,29,0,1
U00003878,27,0,1
U00003879,25,0,1
U00003880,25,0,1
U00003881,18,0,1
U00003882,35,0,1
U00003883,32,0,1
U00003884,18,0,1
U00003885,25,0,1
U00003886,27,0,1
U00003887,18,0,1
U00003888,29,0,1
U00003889,29,0,1
U00003890,18,0,1
U00003891,35,1,0
U00003892,25,0,1
U00003893,25,0,1
U00003894,27,0,1
U00003895,27,1,0
U00003896,27,0,1
U00003897,35,0,1
U00003898,29,0,1
U00003899,25,0,1
U00003900,25,1,0
U00003901,18,0,1
U00003902,25,0,1
U00003903,25,0,1
U00003904,16,0,1
U00003905,25,0,1
U00003906,32,0,1
U00003907,18,1,0
U00003908,25,0,1
U00003909,18,0,1
U00003910,25,0,1
U00003911,18,0,1
U00003912,25,0,1
U00003913,18,0,1
U00003914,27,0,1
U00003915,27,1,0
U00003916,25,0,1
U00003917,27,1,0
U00003918,25,0,1
U00003919,29,0,1
U00003920,27,0,1
U00003921,25,0,1
U00003922,18,0,1
U00003923,27,0,1
U00003924,32,0,1
U00003925,25,0,1
U00003926,25,0,1
U00003927,25,1,0
U00003928,25,0,1
U00003929,25,0,1
U00003930,35,0,1
U00003931,25,0,1
U00003932,25,0,1
U00003933,27,1,0
U00003934,25,0,1
U00003935,27,0,1
U00003936,27,1,0
U00003937,35,0,1
U00003938,25,0,1
U00003939,29,0,1
U00003940,27,0,1
U00003941,29,0,1
U00003942,18,0,1
U00003943,27,1,0
U00003944,27,1,0
U00003945,29,1,0
U00003946,25,1,0
U00003947,25,0,1
U00003948,29,1,0
U00003949,29,0,1
U00003950,25,0,1
U00003951,18,1,0
U00003952,29,1,0
U00003953,25,0,1
U00003954,18,0,1
U00003955,27,0,1
U00003956,25,0,1
U00003957,27,0,1
U00003958,29,0,1
U00003959,29,1,0
U00003960,27,1,0
U00003961,25,0,1
U00003962,35,1,0
U00003963,32,0,1
U00003964,35,0,1
U00003965,18,0,1
U00003966,25,0,1
U00003967,18,1,0
U00003968,25,0,1
U00003969,35,0,1
U00003970,25,1,0
U00003971,18,1,0
U00003972,25,1,0
U00003973,25,0,1
U00003974,27,0,1
U00003975,25,1,0
U00003976,25,1,0
U00003977,27,0,1
U00003978,27,0,1
U00003979,32,1,0
U00003980,25,0,1
U00003981,29,1,0
U00003982,35,0,1
U00003983,25,0,1
U00003984,25,0,1
U00003985,29,0,1
U00003986,25,0,1
U00003987,18,1,0
U00003988,25,1,0
U00003989,32,0,1
U00003990,25,0,1
U00003991,25,0,1
U00003992,25,0,1
U00003993,25,0,1
U00003994,32,0,1
U00003995,27,0,1
U00003996,18,0,1
U00003997,27,0,1
U00003998,29,0,1
U00003999,27,0,1
U00004000,27,0,1
U00004001,25,1,0
U00004002,29,0,1
U00004003,35,0,1
U00004004,32,0,1
U00004005,27,0,1
U00004006,16,0,1
U00004007,27,0,1
U00004008,18,0,1
U00004009,18,0,1
U00004010,25,0,1
U00004011,25,0,1
U00004012,18,0,1
U00004013,25,0,1
U00004014,25,0,1
U00004015,29,1,0
U00004016,32,0,1
U00004017,25,0,1
U00004018,29,1,0
U00004019,27,0,1
U00004020,25,0,1
U00004021,32,0,1
U00004022,27,0,1
U00004023,27,1,0
U00004024,25,0,1
U00004025,35,1,0
U00004026,25,0,1
U00004027,25,1,0
U00004028,25,0,1
U00004029,35,1,0
U00004030,27,0,1
U00004031,25,0,1
U00004032,25,0,1
U00004033,25,0,1
U00004034,25,0,1
U00004035,18,0,1
U00004036,25,0,1
U00004037,32,0,1
U00004038,32,0,1
U00004039,25,0,1
U00004040,25,0,1
U00004041,18,0,1
U00004042,27,0,1
U00004043,25,1,0
U00004044,27,1,0
U00004045,35,0,1
U00004046,29,0,1
U00004047,18,0,1
U00004048,27,1,0
U00004049,29,0,1
U00004050,27,0,1
U00004051,18,0,1
U00004052,25,0,1
U00004053,25,0,1
U00004054,27,0,1
U00004055,32,0,1
U00004056,16,0,1
U00004057,27,0,1
U00004058,25,0,1
U00004059,25,0,1
U00004060,25,0,1
U00004061,32,0,1
U00004062,25,0,1
U00004063,27,1,0
U00004064,29,0,1
U00004065,29,1,0
U00004066,25,0,1
U00004067,29,0,1
U00004068,35,0,1
U00004069,27,0,1
U00004070,25,0,1
U00004071,25,0,1
U00004072,32,0,1
U00004073,25,0,1
U00004074,27,0,1
U00004075,25,0,1
U00004076,25,0,1
U00004077,27,1,0
U00004078,25,0,1
U00004079,27,0,1
U00004080,27,0,1
U00004081,18,0,1
U00004082,25,0,1
U00004083,35,0,1
U00004084,35,0,1
U00004085,25,1,0
U00004086,16,1,0
U00004087,16,0,1
U00004088,25,0,1
U00004089,25,0,1
U00004090,35,0,1
U00004091,25,0,1
U00004092,25,1,0
U00004093,25,0,1
U00004094,25,0,1
U00004095,25,0,1
U00004096,25,0,1
U00004097,25,0,1
U00004098,27,0,1
U00004099,27,0,1
U00004100,35,0,1
U00004101,18,0,1
U00004102,16,0,1
U00004103,18,0,1
U00004104,18,0,1
U00004105,32,0,1
U00004106,25,0,1
U00004107,25,1,0
U00004108,27,0,1
U00004109,27,0,1
U00004110,29,1,0
U00004111,25,0,1
U00004112,29,0,1
U00004113,27,0,1
U00004114,27,0,1
U00004115,25,0,1
U00004116,27,0,1
U00004117,18,0,1
U00004118,25,0,1
U00004119,32,0,1
U00004120,25,0,1
U00004121,29,0,1
U00004122,18,0,1
U00004123,25,1,0
U00004124,25,0,1
U00004125,27,0,1
U00004126,25,0,1
U00004127,32,0,1
U00004128,27,0,1
U00004129,35,0,1
U00004130,27,0,1
U00004131,29,0,1
U00004132,25,0,1
U00004133,29,0,1
U00004134,29,1,0
U00004135,16,0,1
U00004136,32,0,1
U00004137,25,0,1
U00004138,25,0,1
U00004139,35,0,1
U00004140,25,0,1
U00004141,27,0,1
U00004142,35,0,1
U00004143,25,1,0
U00004144,18,0,1
U00004145,32,1,0
U00004146,27,0,1
U00004147,32,1,0
U00004148,27,1,0
U00004149,27,0,1
U00004150,25,0,1
U00004151,29,0,1
U00004152,25,0,1
U00004153,32,0,1
U00004154,25,0,1
U00004155,32,0,1
U00004156,35,0,1
U00004157,32,0,1
U00004158,16,1,0
U00004159,32,1,0
U00004160,27,0,1
U00004161,29,0,1
U00004162,25,1,0
U00004163,35,0,1
U00004164,27,0,1
U00004165,25,1,0
U00004166,25,1,0
U00004167,25,0,1
U00004168,29,1,0
U00004169,32,0,1
U00004170,29,0,1
U00004171,35,0,1
U00004172,27,0,1
U00004173,18,1,0
U00004174,27,1,0
U00004175,27,0,1
U00004176,29,0,1
U00004177,27,0,1
U00004178,32,1,0
U00004179,27,1,0
U00004180,35,0,1
U00004181,25,1,0
U00004182,25,0,1
U00004183,25,0,1
U00004184,32,0,1
U00004185,25,0,1
U00004186,25,0,1
U00004187,35,1,0
U00004188,32,0,1
U00004189,27,0,1
U00004190,29,0,1
U00004191,29,1,0
U00004192,27,0,1
U00004193,35,0,1
U00004194,18,0,1
U00004195,35,1,0
U00004196,27,0,1
U00004197,29,1,0
U00004198,18,0,1
U00004199,25,1,0
U00004200,29,0,1
U00004201,25,1,0
U00004202,25,0,1
U00004203,25,0,1
U00004204,27,0,1
U00004205,25,1,0
U00004206,27,1,0
U00004207,27,0,1
U00004208,27,1,0
U00004209,35,0,1
U00004210,25,0,1
U00004211,29,0,1
U00004212,35,0,1
U00004213,27,0,1
U00004214,25,1,0
U00004215,25,0,1
U00004216,25,0,1
U00004217,18,0,1
U00004218,32,0,1
U00004219,27,0,1
U00004220,27,0,1
U00004221,27,0,1
U00004222,29,1,0
U00004223,27,1,0
U00004224,29,1,0
U00004225,25,1,0
U00004226,27,1,0
U00004227,25,0,1
U00004228,32,0,1
U00004229,27,0,1
U00004230,35,0,1
U00004231,32,1,0
U00004232,27,1,0
U00004233,27,0,1
U00004234,29,1,0
U00004235,32,0,1
U00004236,25,1,0
U00004237,25,0,1
U00004238,27,0,1
U00004239,32,0,1
U00004240,27,0,1
U00004241,27,0,1
U00004242,32,0,1
U00004243,35,0,1
U00004244,27,0,1
U00004245,32,0,1
U00004246,27,1,0
U00004247,25,0,1
U00004248,25,0,1
U00004249,18,1,0
U00004250,32,1,0
U00004251,29,0,1
U00004252,27,1,0
U00004253,29,0,1
U00004254,25,0,1
U00004255,32,0,1
U00004256,16,1,0
U00004257,32,0,1
U00004258,25,0,1
U00004259,27,0,1
U00004260,25,0,1
U00004261,27,1,0
U00004262,27,1,0
U00004263,25,0,1
U00004264,29,0,1
U00004265,25,0,1
U00004266,35,0,1
U00004267,27,0,1
U00004268,29,1,0
U00004269,27,0,1
U00004270,29,0,1
U00004271,27,0,1
U00004272,29,0,1
U00004273,29,0,1
U00004274,29,1,0
U00004275,29,1,0
U00004276,29,1,0
U00004277,27,0,1
U00004278,29,1,0
U00004279,25,0,1
U00004280,27,0,1
U00004281,35,0,1
U00004282,27,0,1
U00004283,25,1,0
U00004284,32,0,1
U00004285,27,0,1
U00004286,27,0,1
U00004287,25,0,1
U00004288,25,1,0
U00004289,27,0,1
U00004290,25,0,1
U00004291,27,0,1
U00004292,25,0,1
U00004293,29,1,0
U00004294,16,0,1
U00004295,18,0,1
U00004296,35,0,1
U00004297,29,0,1
U00004298,18,1,0
U00004299,25,1,0
U00004300,18,1,0
U00004301,27,0,1
U00004302,32,0,1
U00004303,25,0,1
U00004304,18,0,1
U00004305,29,1,0
U00004306,29,0,1
U00004307,25,0,1
U00004308,25,0,1
U00004309,25,0,1
U00004310,25,0,1
U00004311,32,0,1
U00004312,25,0,1
U00004313,25,1,0
U00004314,25,0,1
U00004315,18,0,1
U00004316,25,0,1
U00004317,27,1,0
U00004318,25,0,1
U00004319,27,0,1
U00004320,25,0,1
U00004321,29,0,1
U00004322,32,1,0
U00004323,18,0,1
U00004324,25,0,1
U00004325,25,0,1
U00004326,29,1,0
U00004327,27,0,1
U00004328,32,0,1
U00004329,25,1,0
U00004330,29,1,0
U00004331,27,0,1
U00004332,25,1,0
U00004333,32,0,1
U00004334,25,0,1
U00004335,27,0,1
U00004336,25,1,0
U00004337,18,0,1
U00004338,18,1,0
U00004339,25,0,1
U00004340,25,1,0
U00004341,27,0,1
U00004342,25,0,1
U00004343,25,0,1
U00004344,25,0,1
U00004345,25,1,0
U00004346,18,0,1
U00004347,18,1,0
U00004348,29,0,1
U00004349,18,0,1
U00004350,18,0,1
U00004351,25,0,1
U00004352,18,0,1
U00004353,25,0,1
U00004354,27,0,1
U00004355,32,0,1
U00004356,27,0,1
U00004357,27,1,0
U00004358,27,0,1
U00004359,18,0,1
U00004360,25,1,0
U00004361,27,0,1
U00004362,25,0,1
U00004363,27,0,1
U00004364,25,0,1
U00004365,32,1,0
U00004366,18,0,1
U00004367,27,0,1
U00004368,18,0,1
U00004369,32,0,1
U00004370,25,0,1
U00004371,18,1,0
U00004372,27,0,1
U00004373,32,0,1
U00004374,18,0,1
U00004375,25,1,0
U00004376,25,1,0
U00004377,25,0,1
U00004378,18,0,1
U00004379,25,0,1
U00004380,25,1,0
U00004381,25,0,1
U00004382,25,0,1
U00004383,18,1,0
U00004384,25,0,1
U00004385,25,0,1
U00004386,25,0,1
U00004387,18,1,0
U00004388,29,0,1
U00004389,25,0,1
U00004390,25,0,1
U00004391,18,1,0
U00004392,18,0,1
U00004393,18,0,1
U00004394,25,0,1
U00004395,32,0,1
U00004396,18,0,1
U00004397,18,0,1
U00004398,18,1,0
U00004399,18,1,0
U00004400,18,1,0
U00004401,18,0,1
U00004402,18,1,0
U00004403,25,0,1
U00004404,25,0,1
U00004405,25,0,1
U00004406,25,0,1
U00004407,18,0,1
U00004408,29,1,0
U00004409,25,0,1
U00004410,18,0,1
U00004411,18,0,1
U00004412,18,0,1
U00004413,16,0,1
U00004414,25,0,1
U00004415,18,0,1
U00004416,18,0,1
U00004417,25,0,1
U00004418,32,1,0
U00004419,29,1,0
U00004420,25,0,1
U00004421,29,0,1
U00004422,25,0,1
U00004423,18,0,1
U00004424,25,0,1
U00004425,27,0,1
U00004426,29,0,1
U00004427,18,0,1
U00004428,25,0,1
U00004429,25,0,1
U00004430,25,1,0
U00004431,16,0,1
U00004432,25,0,1
U00004433,25,0,1
U00004434,27,1,0
U00004435,25,0,1
U00004436,25,0,1
U00004437,27,1,0
U00004438,32,0,1
U00004439,27,0,1
U00004440,27,0,1
U00004441,18,0,1
U00004442,32,0,1
U00004443,35,0,1
U00004444,25,1,0
U00004445,25,0,1
U00004446,18,0,1
U00004447,29,0,1
U00004448,25,0,1
U00004449,25,0,1
U00004450,25,0,1
U00004451,25,0,1
U00004452,25,1,0
U00004453,27,0,1
U00004454,25,0,1
U00004455,27,0,1
U00004456,27,1,0
U00004457,27,0,1
U00004458,25,1,0
U00004459,25,0,1
U00004460,25,0,1
U00004461,25,0,1
U00004462,25,1,0
U00004463,32,0,1
U00004464,32,1,0
U00004465,18,0,1
U00004466,27,0,1
U00004467,32,1,0
U00004468,27,1,0
U00004469,29,1,0
U00004470,27,0,1
U00004471,25,0,1
U00004472,29,1,0
U00004473,27,0,1
U00004474,27,0,1
U00004475,18,0,1
U00004476,29,0,1
U00004477,25,0,1
U00004478,16,0,1
U00004479,32,0,1
U00004480,25,0,1
U00004481,25,0,1
U00004482,27,1,0
U00004483,25,1,0
U00004484,25,1,0
U00004485,25,0,1
U00004486,27,0,1
U00004487,25,0,1
U00004488,27,0,1
U00004489,18,0,1
U00004490,27,0,1
U00004491,18,0,1
U00004492,35,0,1
U00004493,16,1,0
U00004494,29,0,1
U00004495,18,0,1
U00004496,29,0,1
U00004497,32,0,1
U00004498,32,0,1
U00004499,25,0,1
U00004500,32,0,1
U00004501,25,0,1
U00004502,32,0,1
U00004503,35,0,1
U00004504,25,1,0
U00004505,32,0,1
U00004506,32,0,1
U00004507,18,0,1
U00004508,25,0,1
U00004509,25,0,1
U00004510,29,0,1
U00004511,27,0,1
U00004512,25,0,1
U00004513,35,0,1
U00004514,18,0,1
U00004515,35,0,1
U00004516,18,0,1
U00004517,18,1,0
U00004518,25,0,1
U00004519,32,0,1
U00004520,25,0,1
U00004521,27,0,1
U00004522,29,0,1
U00004523,18,0,1
U00004524,25,0,1
U00004525,25,0,1
U00004526,25,0,1
U00004527,18,0,1
U00004528,25,0,1
U00004529,27,0,1
U00004530,27,1,0
U00004531,18,0,1
U00004532,25,0,1
U00004533,25,0,1
U00004534,18,0,1
U00004535,18,0,1
U00004536,18,0,1
U00004537,29,1,0
U00004538,25,0,1
U00004539,27,0,1
U00004540,25,1,0
U00004541,16,0,1
U00004542,27,0,1
U00004543,25,0,1
U00004544,35,0,1
U00004545,25,0,1
U00004546,25,0,1
U00004547,18,0,1
U00004548,18,0,1
U00004549,16,1,0
U00004550,18,0,1
U00004551,18,0,1
U00004552,25,0,1
U00004553,27,1,0
U00004554,25,1,0
U00004555,18,1,0
U00004556,29,0,1
U00004557,25,0,1
U00004558,27,0,1
U00004559,25,0,1
U00004560,25,0,1
U00004561,25,1,0
U00004562,27,0,1
U00004563,25,1,0
U00004564,27,0,1
U00004565,27,0,1
U00004566,27,0,1
U00004567,18,0,1
U00004568,25,1,0
U00004569,25,0,1
U00004570,29,0,1
U00004571,27,0,1
U00004572,16,1,0
U00004573,32,0,1
U00004574,25,0,1
U00004575,16,1,0
U00004576,25,1,0
U00004577,27,0,1
U00004578,25,0,1
U00004579,18,1,0
U00004580,35,1,0
U00004581,25,0,1
U00004582,25,1,0
U00004583,32,0,1
U00004584,29,1,0
U00004585,27,0,1
U00004586,25,0,1
U00004587,27,0,1
U00004588,25,1,0
U00004589,25,0,1
U00004590,18,1,0
U00004591,25,0,1
U00004592,18,0,1
U00004593,29,1,0
U00004594,27,0,1
U00004595,25,0,1
U00004596,18,1,0
U00004597,25,1,0
U00004598,27,1,0
U00004599,27,1,0
U00004600,25,0,1
U00004601,27,0,1
U00004602,27,0,1
U00004603,27,1,0
U00004604,25,0,1
U00004605,25,0,1
U00004606,16,1,0
U00004607,25,0,1
U00004608,25,1,0
U00004609,25,1,0
U00004610,25,1,0
U00004611,18,1,0
U00004612,18,1,0
U00004613,25,0,1
U00004614,29,1,0
U00004615,25,0,1
U00004616,25,0,1
U00004617,25,1,0
U00004618,25,0,1
U00004619,25,1,0
U00004620,18,1,0
U00004621,25,0,1
U00004622,25,0,1
U00004623,25,0,1
U00004624,25,0,1
U00004625,25,0,1
U00004626,25,0,1
U00004627,35,0,1
U00004628,35,1,0
U00004629,18,1,0
U00004630,25,1,0
U00004631,18,0,1
U00004632,25,0,1
U00004633,16,0,1
U00004634,32,0,1
U00004635,18,0,1
U00004636,18,0,1
U00004637,27,1,0
U00004638,25,0,1
U00004639,27,0,1
U00004640,25,0,1
U00004641,25,0,1
U00004642,25,0,1
U00004643,25,0,1
U00004644,32,0,1
U00004645,32,1,0
U00004646,25,1,0
U00004647,27,0,1
U00004648,18,0,1
U00004649,35,0,1
U00004650,25,0,1
U00004651,29,1,0
U00004652,25,1,0
U00004653,27,0,1
U00004654,27,0,1
U00004655,25,1,0
U00004656,25,0,1
U00004657,29,0,1
U00004658,25,0,1
U00004659,25,1,0
U00004660,18,1,0
U00004661,29,0,1
U00004662,18,1,0
U00004663,25,0,1
U00004664,29,1,0
U00004665,27,0,1
U00004666,27,0,1
U00004667,25,0,1
U00004668,27,0,1
U00004669,27,0,1
U00004670,27,0,1
U00004671,25,0,1
U00004672,35,0,1
U00004673,27,0,1
U00004674,27,1,0
U00004675,18,1,0
U00004676,29,0,1
U00004677,32,0,1
U00004678,27,0,1
U00004679,35,0,1
U00004680,27,0,1
U00004681,27,1,0
U00004682,25,0,1
U00004683,25,0,1
U00004684,25,1,0
U00004685,27,0,1
U00004686,18,0,1
U00004687,27,0,1
U00004688,25,0,1
U00004689,18,0,1
U00004690,16,1,0
U00004691,29,1,0
U00004692,25,1,0
U00004693,18,0,1
U00004694,35,0,1
U00004695,18,0,1
U00004696,18,0,1
U00004697,18,0,1
U00004698,25,1,0
U00004699,18,1,0
U00004700,18,1,0
U00004701,29,0,1
U00004702,25,0,1
U00004703,25,0,1
U00004704,18,0,1
U00004705,18,1,0
U00004706,25,0,1
U00004707,16,0,1
U00004708,25,0,1
U00004709,29,0,1
U00004710,27,1,0
U00004711,25,0,1
U00004712,27,0,1
U00004713,25,0,1
U00004714,32,0,1
U00004715,25,0,1
U00004716,25,1,0
U00004717,29,0,1
U00004718,27,0,1
U00004719,27,1,0
U00004720,25,0,1
U00004721,27,0,1
U00004722,27,0,1
U00004723,27,0,1
U00004724,35,1,0
U00004725,27,0,1
U00004726,27,1,0
U00004727,35,1,0
U00004728,25,0,1
U00004729,32,0,1
U00004730,32,0,1
U00004731,25,0,1
U00004732,25,0,1
U00004733,18,0,1
U00004734,32,0,1
U00004735,29,0,1
U00004736,18,0,1
U00004737,27,0,1
U00004738,35,0,1
U00004739,25,0,1
U00004740,25,1,0
U00004741,27,0,1
U00004742,25,0,1
U00004743,35,0,1
U00004744,32,0,1
U00004745,18,1,0
U00004746,32,0,1
U00004747,18,0,1
U00004748,29,0,1
U00004749,29,0,1
U00004750,25,1,0
U00004751,32,0,1
U00004752,18,1,0
U00004753,35,0,1
U00004754,18,1,0
U00004755,35,1,0
U00004756,35,0,1
U00004757,27,0,1
U00004758,35,1,0
U00004759,32,1,0
U00004760,27,0,1
U00004761,18,0,1
U00004762,25,1,0
U00004763,35,0,1
U00004764,16,0,1
U00004765,27,1,0
U00004766,27,0,1
U00004767,27,1,0
U00004768,25,0,1
U00004769,25,0,1
U00004770,27,1,0
U00004771,25,1,0
U00004772,35,0,1
U00004773,29,0,1
U00004774,29,0,1
U00004775,25,0,1
U00004776,25,1,0
U00004777,25,0,1
U00004778,25,0,1
U00004779,29,0,1
U00004780,25,0,1
U00004781,32,1,0
U00004782,29,0,1
U00004783,25,0,1
U00004784,27,1,0
U00004785,25,1,0
U00004786,29,0,1
U00004787,16,0,1
U00004788,27,0,1
U00004789,27,0,1
U00004790,25,1,0
U00004791,18,0,1
U00004792,32,1,0
U00004793,25,1,0
U00004794,27,1,0
U00004795,29,0,1
U00004796,27,0,1
U00004797,27,1,0
U00004798,25,0,1
U00004799,18,1,0
U00004800,18,0,1
U00004801,25,0,1
U00004802,35,0,1
U00004803,25,1,0
U00004804,27,1,0
U00004805,27,0,1
U00004806,25,0,1
U00004807,16,0,1
U00004808,27,0,1
U00004809,32,1,0
U00004810,18,0,1
U00004811,27,0,1
U00004812,18,0,1
U00004813,27,1,0
U00004814,18,0,1
U00004815,32,1,0
U00004816,29,1,0
U00004817,25,0,1
U00004818,25,1,0
U00004819,27,0,1
U00004820,32,0,1
U00004821,18,0,1
U00004822,27,1,0
U00004823,18,0,1
U00004824,25,0,1
U00004825,25,0,1
U00004826,29,0,1
U00004827,27,0,1
U00004828,18,1,0
U00004829,25,0,1
U00004830,16,0,1
U00004831,25,1,0
U00004832,25,0,1
U00004833,27,0,1
U00004834,29,1,0
U00004835,25,0,1
U00004836,29,1,0
U00004837,25,0,1
U00004838,29,0,1
U00004839,32,1,0
U00004840,29,1,0
U00004841,25,0,1
U00004842,27,1,0
U00004843,35,0,1
U00004844,29,0,1
U00004845,25,1,0
U00004846,25,1,0
U00004847,25,0,1
U00004848,27,1,0
U00004849,18,1,0
U00004850,29,1,0
U00004851,18,0,1
U00004852,27,0,1
U00004853,25,0,1
U00004854,32,1,0
U00004855,25,0,1
U00004856,25,0,1
U00004857,25,0,1
U00004858,25,0,1
U00004859,18,1,0
U00004860,25,0,1
U00004861,25,0,1
U00004862,25,0,1
U00004863,25,1,0
U00004864,18,0,1
U00004865,27,1,0
U00004866,35,0,1
U00004867,25,0,1
U00004868,27,0,1
U00004869,29,1,0
U00004870,27,1,0
U00004871,18,0,1
U00004872,29,0,1
U00004873,35,0,1
U00004874,25,1,0
U00004875,27,0,1
U00004876,27,1,0
U00004877,25,0,1
U00004878,32,0,1
U00004879,25,0,1
U00004880,29,1,0
U00004881,29,0,1
U00004882,29,0,1
U00004883,16,1,0
U00004884,27,0,1
U00004885,35,0,1
U00004886,27,1,0
U00004887,18,0,1
U00004888,35,1,0
U00004889,18,0,1
U00004890,25,1,0
U00004891,27,0,1
U00004892,25,0,1
U00004893,25,0,1
U00004894,27,0,1
U00004895,25,1,0
U00004896,27,0,1
U00004897,27,0,1
U00004898,25,0,1
U00004899,25,0,1
U00004900,25,0,1
U00004901,25,0,1
U00004902,27,0,1
U00004903,27,0,1
U00004904,32,0,1
U00004905,29,1,0
U00004906,32,0,1
U00004907,32,1,0
U00004908,27,0,1
U00004909,27,1,0
U00004910,18,0,1
U00004911,25,1,0
U00004912,32,1,0
U00004913,25,1,0
U00004914,25,1,0
U00004915,25,0,1
U00004916,18,0,1
U00004917,29,0,1
U00004918,18,1,0
U00004919,18,0,1
U00004920,27,0,1
U00004921,25,1,0
U00004922,18,0,1
U00004923,29,0,1
U00004924,27,1,0
U00004925,27,1,0
U00004926,16,0,1
U00004927,29,0,1
U00004928,25,1,0
U00004929,29,0,1
U00004930,32,0,1
U00004931,32,0,1
U00004932,25,0,1
U00004933,25,0,1
U00004934,25,1,0
U00004935,27,0,1
U00004936,18,1,0
U00004937,27,0,1
U00004938,18,1,0
U00004939,25,0,1
U00004940,32,1,0
U00004941,35,0,1
U00004942,29,0,1
U00004943,32,1,0
U00004944,32,0,1
U00004945,32,0,1
U00004946,27,1,0
U00004947,27,0,1
U00004948,29,0,1
U00004949,18,0,1
U00004950,25,0,1
U00004951,27,1,0
U00004952,25,1,0
U00004953,27,0,1
U00004954,29,0,1
U00004955,35,0,1
U00004956,27,0,1
U00004957,25,0,1
U00004958,18,0,1
U00004959,25,0,1
U00004960,35,0,1
U00004961,25,0,1
U00004962,25,0,1
U00004963,29,0,1
U00004964,27,0,1
U00004965,16,0,1
U00004966,32,0,1
U00004967,18,0,1
U00004968,32,1,0
U00004969,18,0,1
U00004970,25,1,0
U00004971,27,0,1
U00004972,27,0,1
U00004973,35,1,0
U00004974,27,0,1
U00004975,27,0,1
U00004976,25,0,1
U00004977,25,0,1
U00004978,27,0,1
U00004979,27,0,1
U00004980,25,0,1
U00004981,32,0,1
U00004982,25,0,1
U00004983,29,1,0
U00004984,27,0,1
U00004985,27,0,1
U00004986,18,0,1
U00004987,35,1,0
U00004988,25,0,1
U00004989,25,0,1
U00004990,25,1,0
U00004991,35,1,0
U00004992,25,1,0
U00004993,29,0,1
U00004994,29,0,1
U00004995,32,0,1
U00004996,27,0,1
U00004997,16,0,1
U00004998,18,1,0
U00004999,35,1,0
U00005000,25,0,1
U00005001,25,1,0
U00005002,25,0,1
U00005003,27,0,1
U00005004,35,1,0
U00005005,29,0,1
U00005006,27,0,1
U00005007,18,1,0
U00005008,25,0,1
U00005009,29,1,0
U00005010,29,0,1
U00005011,18,0,1
U00005012,32,0,1
U00005013,18,0,1
U00005014,29,0,1
U00005015,27,0,1
U00005016,27,1,0
U00005017,27,0,1
U00005018,35,1,0
U00005019,25,0,1
U00005020,35,1,0
U00005021,32,0,1
U00005022,27,0,1
U00005023,27,0,1
U00005024,29,1,0
U00005025,25,0,1
U00005026,25,0,1
U00005027,25,1,0
U00005028,25,0,1
U00005029,25,0,1
U00005030,18,0,1
U00005031,25,1,0
U00005032,18,0,1
U00005033,35,1,0
U00005034,25,1,0
U00005035,25,1,0
U00005036,27,0,1
U00005037,27,0,1
U00005038,25,0,1
U00005039,27,1,0
U00005040,29,0,1
U00005041,29,1,0
U00005042,18,1,0
U00005043,18,1,0
U00005044,27,1,0
U00005045,27,0,1
U00005046,25,0,1
U00005047,29,0,1
U00005048,27,1,0
U00005049,25,0,1
U00005050,18,1,0
U00005051,32,1,0
U00005052,27,0,1
U00005053,25,0,1
U00005054,27,0,1
U00005055,27,1,0
U00005056,29,0,1
U00005057,32,0,1
U00005058,35,0,1
U00005059,29,0,1
U00005060,29,0,1
U00005061,18,1,0
U00005062,32,0,1
U00005063,16,1,0
U00005064,18,0,1
U00005065,25,0,1
U00005066,25,1,0
U00005067,35,0,1
U00005068,27,0,1
U00005069,35,1,0
U00005070,25,0,1
U00005071,25,1,0
U00005072,29,0,1
U00005073,35,0,1
U00005074,16,0,1
U00005075,32,0,1
U00005076,25,0,1
U00005077,25,0,1
U00005078,29,0,1
U00005079,25,0,1
U00005080,32,1,0
U00005081,18,1,0
U00005082,27,0,1
U00005083,25,0,1
